l_orderkey|revenue|o_orderdate|o_shippriority
927654|218287.41|1995-03-09|0
611940|218261.18|1995-02-20|0
5244545|218206.75|1995-02-23|0
2282081|218059.25|1995-03-08|0
4454017|218011.39|1995-02-17|0
2785505|217989.84|1995-03-13|0
4703077|217884.93|1995-03-08|0
4099616|217824.97|1995-02-05|0
431012|217757.43|1995-02-16|0
1785473|217738.95|1995-01-05|0
1275875|217634.19|1995-03-14|0
2443492|217479.45|1995-02-18|0
387009|217284.85|1995-01-13|0
3373030|217261.11|1995-02-18|0
1782308|217092.22|1995-03-07|0
4457988|217023.28|1995-02-14|0
2212165|216963.63|1995-03-12|0
5837701|216938.12|1995-03-01|0
1801157|216857.75|1995-02-04|0
5330276|216804.23|1995-02-06|0
1452932|216761.52|1995-02-15|0
4621383|216731.65|1995-02-26|0
775745|216572.34|1995-02-08|0
1083553|216528.79|1995-03-12|0
357376|216518.71|1995-03-10|0
5060710|216508.35|1995-02-22|0
1074499|216425.46|1995-03-13|0
5124033|216312.23|1995-01-18|0
2901348|216307.94|1995-02-22|0
5780903|216169.67|1995-03-01|0
4127522|216131.62|1995-01-22|0
2922051|216020.82|1995-02-18|0
4658918|215947.05|1995-03-08|0
5875334|215912.02|1994-12-27|0
1079234|215911.60|1995-03-11|0
4264484|215805.74|1995-01-16|0
1092327|215708.87|1995-01-30|0
452163|215639.28|1995-03-11|0
3796224|215629.85|1995-01-30|0
924134|215584.21|1995-02-04|0
1867559|215581.34|1995-01-28|0
4044038|215535.71|1995-03-12|0
680386|215466.10|1995-02-28|0
661190|215441.65|1995-01-13|0
5267780|215430.55|1994-12-19|0
884772|215278.44|1995-02-06|0
2130693|215273.51|1995-02-03|0
1623841|215194.74|1995-03-09|0
659587|215132.06|1995-03-04|0
910021|215125.03|1995-02-21|0
2072257|215013.79|1995-02-04|0
595874|214890.30|1995-03-13|0
3493571|214801.62|1995-03-05|0
1378722|214795.30|1995-02-18|0
5640769|214674.81|1995-03-03|0
1692903|214206.32|1994-12-25|0
2576289|214194.53|1995-01-27|0
2461382|214163.04|1995-03-13|0
5263424|214144.37|1995-02-13|0
4650276|214045.94|1995-03-01|0
2177378|214027.15|1995-02-22|0
3553216|213958.84|1995-03-05|0
1072708|213860.84|1995-02-26|0
3933315|213860.57|1995-02-23|0
689540|213748.18|1995-03-04|0
5647072|213728.11|1995-02-28|0
312480|213664.77|1995-01-08|0
972229|213643.33|1995-02-17|0
1885796|213556.47|1995-01-17|0
1097441|213538.18|1995-02-12|0
1486305|213524.13|1995-01-18|0
2097668|213514.43|1994-12-28|0
2008707|213429.15|1995-01-28|0
171687|213344.89|1995-02-11|0
5289284|213293.26|1995-02-14|0
2290023|213290.43|1995-03-04|0
1831303|213254.32|1995-02-06|0
5927077|213209.07|1995-02-26|0
5543170|213175.81|1995-03-07|0
452449|213127.19|1995-03-13|0
503556|213101.50|1995-02-01|0
4738049|212963.77|1995-02-19|0
4324804|212782.14|1995-02-23|0
3931142|212714.87|1995-02-16|0
1381030|212680.79|1995-01-17|0
5268864|212675.22|1995-01-26|0
1535684|212646.50|1995-03-06|0
5705283|212608.05|1995-03-05|0
985700|212575.22|1995-02-02|0
1021987|212555.63|1995-03-14|0
234884|212514.23|1995-03-12|0
1196577|212493.79|1995-03-09|0
1100928|212425.05|1995-02-10|0
5590657|212261.45|1995-03-12|0
4296420|212004.72|1995-03-10|0
2213349|211881.19|1995-03-04|0
4455074|211807.40|1995-01-07|0
5585955|211699.12|1995-02-12|0
1366247|211646.01|1995-02-08|0
894497|211617.44|1995-01-27|0
3711143|211474.66|1995-03-05|0
2970311|211293.66|1995-01-26|0
1639520|211192.85|1995-01-28|0
3697767|211179.68|1995-03-12|0
345956|211010.12|1995-01-29|0
5416416|210998.53|1995-02-01|0
2433984|210749.81|1995-02-11|0
3116099|210733.98|1995-03-05|0
907653|210716.55|1995-02-12|0
365313|210621.93|1995-03-01|0
5948544|210559.12|1995-02-08|0
5309248|210551.57|1995-03-01|0
3670017|210529.69|1995-02-26|0
3888896|210419.25|1995-01-12|0
1442722|210364.52|1995-03-04|0
292579|210351.85|1995-01-18|0
1334944|210181.45|1995-03-02|0
2648005|210114.20|1995-02-08|0
703462|210112.17|1995-02-02|0
1432068|210000.38|1995-01-25|0
2378339|209982.10|1995-01-29|0
5357059|209848.99|1995-02-24|0
5273731|209833.58|1995-02-27|0
259782|209832.96|1995-02-05|0
2764775|209820.23|1995-02-18|0
589670|209761.80|1995-03-08|0
4815751|209727.54|1994-12-23|0
543168|209563.60|1995-02-21|0
2702017|209550.28|1995-03-04|0
1121632|209531.30|1995-02-05|0
4473447|209523.41|1995-03-03|0
4958721|209504.64|1995-01-26|0
4629315|209456.89|1995-03-02|0
2582211|209455.49|1995-02-12|0
3162918|209343.93|1995-03-07|0
3502118|209330.41|1995-03-10|0
5595233|209237.02|1995-02-04|0
2847558|209233.72|1995-02-13|0
749159|209163.39|1995-03-06|0
5914182|209106.29|1995-02-21|0
759168|209004.36|1995-01-27|0
4572741|208994.70|1995-01-31|0
4922466|208969.77|1995-01-28|0
3429858|208954.45|1995-01-11|0
2735655|208945.24|1994-12-16|0
4478500|208874.49|1995-02-17|0
4537441|208837.01|1995-03-09|0
5920167|208791.94|1995-02-14|0
861411|208767.02|1995-02-22|0
1350786|208729.11|1995-03-12|0
724070|208598.30|1995-03-08|0
1932641|208473.67|1995-02-28|0
5758279|208426.84|1995-02-06|0
1007845|208424.79|1995-02-19|0
3861666|208364.23|1995-03-08|0
2764130|208363.72|1995-02-03|0
1952128|208339.34|1995-02-25|0
3499043|208042.35|1995-02-15|0
3267815|208007.59|1995-02-02|0
5373316|207994.55|1995-03-09|0
2635488|207973.78|1995-01-18|0
5260452|207960.43|1995-03-14|0
5762209|207949.28|1995-02-22|0
1152003|207907.37|1995-02-13|0
3609312|207795.82|1995-02-10|0
331655|207641.37|1995-03-03|0
4921702|207634.41|1995-03-05|0
5633220|207596.35|1995-02-15|0
1369029|207588.22|1995-02-16|0
1994343|207565.00|1995-01-24|0
5514467|207322.67|1995-01-28|0
5308805|207289.05|1995-02-17|0
4340198|207200.53|1995-02-26|0
1925698|207198.43|1995-03-14|0
1678626|207138.70|1995-01-22|0
5411875|207123.73|1995-02-07|0
5134279|207092.95|1995-02-28|0
735424|207010.11|1995-03-04|0
1221795|207005.24|1995-02-14|0
4731618|206925.95|1995-02-01|0
5519648|206876.25|1995-02-08|0
219424|206864.95|1995-03-06|0
3449219|206799.96|1994-12-17|0
3628647|206784.49|1995-02-22|0
4714053|206700.28|1994-12-15|0
1826663|206623.84|1995-01-26|0
5342786|206585.98|1995-02-16|0
2420867|206572.99|1995-01-02|0
4305505|206508.29|1995-01-03|0
659972|206475.45|1995-02-13|0
2414209|206318.25|1995-01-15|0
481766|206214.42|1995-01-30|0
1841058|206181.23|1995-03-08|0
1822533|206151.62|1995-01-26|0
5404384|206143.10|1995-02-01|0
2024070|206105.14|1995-02-19|0
5869345|206048.22|1995-02-24|0
586400|205985.87|1994-12-27|0
4230499|205956.76|1995-02-19|0
5417573|205938.19|1995-03-09|0
743617|205924.35|1995-02-27|0
5000961|205913.48|1995-03-13|0
4428293|205830.85|1995-02-20|0
5937767|205796.07|1995-03-09|0
1421860|205651.72|1995-02-27|0
4331460|205576.64|1995-03-14|0
4687013|205515.60|1995-01-15|0
5351909|205506.45|1995-03-14|0
5780097|205480.15|1995-03-12|0
3582881|205464.04|1995-02-15|0
1413733|205432.48|1995-03-11|0
1527842|205391.93|1995-03-09|0
2750567|205271.12|1995-03-14|0
5781764|205264.44|1995-02-05|0
2696261|205262.09|1995-02-15|0
4001123|205187.22|1994-12-29|0
4962852|205170.06|1995-03-11|0
4523462|205063.79|1995-01-01|0
5672166|204954.50|1995-03-04|0
5426726|204934.39|1995-03-07|0
2266465|204846.03|1995-03-07|0
5102304|204719.90|1995-03-08|0
5521253|204492.19|1995-01-25|0
1942918|204469.76|1995-02-09|0
3601408|204457.28|1995-02-23|0
1177125|204436.57|1995-03-11|0
5800742|204430.15|1994-12-13|0
3640709|204315.84|1995-01-11|0
379815|204307.18|1995-03-14|0
3891233|204302.78|1995-02-26|0
3834723|204279.59|1995-03-11|0
4259491|204001.18|1995-03-01|0
5126881|203985.01|1995-01-20|0
3181570|203958.89|1995-02-19|0
5232806|203893.30|1995-02-27|0
4121186|203882.51|1995-03-12|0
2345443|203852.92|1995-02-19|0
3736896|203833.70|1995-03-13|0
2334787|203635.67|1995-01-27|0
4066688|203630.44|1995-03-13|0
5897410|203549.24|1995-03-03|0
4104706|203537.81|1995-02-15|0
2239396|203505.80|1995-01-14|0
2997287|203486.08|1995-02-27|0
5734179|203465.49|1995-03-12|0
248229|203433.45|1995-03-14|0
4967139|203390.33|1995-01-16|0
1702784|203380.46|1995-02-26|0
2147299|203310.42|1995-01-22|0
4197921|203270.53|1995-01-20|0
299552|203257.56|1995-01-28|0
4429217|203103.72|1995-02-13|0
2926023|203078.89|1995-03-07|0
4389088|203073.28|1995-02-28|0
4680834|203020.07|1995-03-14|0
2548161|202953.92|1995-03-03|0
3779302|202924.42|1995-02-17|0
2238180|202714.27|1995-03-09|0
2532385|202599.37|1995-02-15|0
3546818|202515.46|1995-02-24|0
5761158|202244.56|1995-03-11|0
74016|202224.72|1995-03-11|0
51461|202202.88|1995-02-11|0
5994374|202192.76|1995-02-01|0
2124096|202158.34|1995-03-09|0
5067684|202157.27|1995-02-25|0
4200770|202046.66|1995-02-13|0
978693|202035.76|1995-02-07|0
2206784|202022.47|1995-02-16|0
5692483|202008.11|1995-01-24|0
4234080|201915.00|1995-01-28|0
5494690|201837.05|1995-02-19|0
2945828|201785.64|1995-01-07|0
3317090|201759.63|1995-03-11|0
5650854|201728.31|1995-03-13|0
1742177|201608.33|1995-03-06|0
4906851|201525.45|1995-01-26|0
4583456|201374.45|1995-02-06|0
1377733|201347.51|1995-02-13|0
2361217|201271.25|1995-03-11|0
2906369|201126.27|1995-02-12|0
3629634|200713.91|1995-03-04|0
4811969|200639.18|1994-12-13|0
2512038|200623.67|1995-03-02|0
2592256|200511.79|1995-02-03|0
177090|200476.25|1995-01-22|0
4271040|200378.21|1995-03-12|0
5637031|200304.57|1995-03-03|0
585476|200294.27|1995-03-11|0
1572225|199985.06|1995-02-25|0
3538628|199961.99|1995-02-22|0
985796|199907.43|1995-03-11|0
2808545|199867.27|1995-01-28|0
786983|199767.47|1995-02-21|0
699714|199766.80|1995-01-30|0
5086499|199657.44|1995-01-23|0
4541029|199595.06|1995-03-05|0
3952578|199462.79|1995-01-01|0
3583719|199404.32|1995-02-07|0
1306439|199337.46|1995-02-23|0
1360229|199291.86|1995-01-15|0
5138817|199181.60|1995-02-11|0
4104992|199176.08|1995-02-27|0
3600485|199046.62|1995-02-10|0
4882725|198960.25|1995-02-26|0
2978081|198959.91|1995-02-03|0
1292519|198936.77|1995-03-13|0
1531394|198824.52|1995-02-19|0
2883878|198806.18|1995-03-07|0
550403|198688.72|1995-02-24|0
4787172|198600.99|1995-02-28|0
3841827|198557.96|1995-02-26|0
2791237|198374.50|1995-03-01|0
3688999|198355.07|1995-01-26|0
3301766|198254.36|1995-02-26|0
5466594|198221.91|1995-01-07|0
4159366|198207.28|1995-03-05|0
1523940|197989.66|1995-02-24|0
1558820|197970.64|1995-02-07|0
846214|197958.90|1995-02-26|0
4942338|197918.74|1995-02-10|0
2274051|197862.20|1995-01-13|0
3290818|197855.83|1995-02-14|0
5044549|197845.73|1995-03-06|0
4980293|197762.33|1995-03-10|0
1436481|197748.10|1995-01-31|0
5059779|197739.41|1995-02-26|0
4791015|197645.91|1995-03-09|0
4394278|197575.92|1995-01-10|0
4586400|197390.05|1995-01-26|0
3566659|197182.97|1995-02-17|0
1577121|197023.75|1995-03-10|0
3348037|196948.19|1995-02-19|0
1100743|196919.82|1995-02-22|0
1044710|196909.33|1995-03-02|0
4601283|196837.65|1995-01-24|0
1467366|196824.55|1995-02-21|0
3294242|196822.02|1995-02-06|0
5701857|196713.07|1994-12-17|0
2102211|196701.65|1995-02-15|0
1030597|196695.48|1995-03-13|0
4713570|196658.59|1995-02-28|0
5460581|196603.90|1995-02-16|0
1361027|196543.62|1995-02-19|0
4108962|196523.76|1995-01-12|0
5717893|196521.15|1995-01-06|0
4061059|196364.65|1994-12-28|0
3358022|196304.22|1995-03-06|0
3553697|196261.31|1995-02-04|0
1984933|196207.31|1995-01-18|0
2462853|196187.74|1995-03-14|0
3223175|196005.64|1995-03-05|0
5344356|195828.04|1995-03-14|0
2495943|195810.18|1995-03-09|0
3240485|195756.84|1995-01-04|0
3846144|195710.68|1995-03-05|0
2194211|195649.68|1995-01-31|0
55808|195563.37|1995-02-15|0
491138|195418.01|1995-01-28|0
1348640|195338.10|1995-03-03|0
5259810|195276.95|1995-01-08|0
3915751|195273.43|1995-02-22|0
533731|195262.47|1995-03-12|0
1215175|195247.09|1995-03-07|0
534885|195243.95|1995-01-11|0
2953603|195123.16|1995-02-01|0
1341153|195055.97|1995-01-14|0
4820676|195003.39|1995-02-28|0
1469504|194977.36|1994-12-29|0
5088130|194935.67|1995-03-04|0
5055074|194872.46|1995-03-09|0
3776199|194628.44|1995-02-07|0
1112481|194486.65|1995-02-18|0
3977633|194473.97|1995-02-20|0
4912068|194425.82|1995-02-02|0
1649863|194420.81|1995-01-07|0
3169571|194395.84|1995-01-22|0
2132931|194305.36|1995-02-15|0
4967847|194254.48|1995-01-26|0
5092354|194227.25|1995-03-06|0
3916992|194196.01|1995-03-06|0
3949954|194136.42|1995-01-29|0
4906467|194093.26|1995-03-11|0
5816004|194032.16|1995-01-03|0
2334592|194008.43|1995-02-11|0
1633508|193996.97|1995-02-26|0
3992583|193907.68|1995-02-21|0
5093923|193903.30|1995-02-21|0
661446|193895.18|1995-02-27|0
47015|193868.61|1995-02-14|0
857156|193764.88|1995-01-08|0
5068546|193756.59|1995-02-08|0
4311296|193717.43|1995-01-21|0
4918437|193687.13|1995-02-18|0
3654752|193629.02|1995-02-26|0
2160838|193601.71|1995-02-15|0
4048679|193583.14|1995-03-14|0
353506|193529.05|1995-03-01|0
4241895|193510.30|1995-01-10|0
941312|193406.57|1995-02-11|0
846433|193404.68|1995-03-03|0
2324099|193359.93|1994-12-23|0
881920|193356.41|1994-12-31|0
827777|193340.64|1994-12-27|0
3350465|193322.05|1995-01-08|0
2576290|193314.61|1994-12-13|0
1647783|193263.72|1995-01-07|0
3415232|193261.10|1995-03-02|0
3974787|193106.14|1995-02-16|0
4139044|193052.70|1994-12-21|0
3262692|193007.44|1995-01-08|0
4719238|192922.54|1995-02-07|0
2077826|192880.75|1995-03-02|0
2484996|192876.87|1995-03-10|0
2086848|192834.40|1995-03-11|0
1387970|192738.47|1995-02-11|0
1534048|192687.38|1994-12-16|0
5030240|192657.44|1995-03-11|0
1576292|192516.30|1995-02-22|0
2157315|192509.16|1995-02-27|0
4808326|192501.99|1995-01-13|0
2828263|192455.09|1995-03-10|0
5329319|192444.54|1995-02-26|0
2943169|192416.42|1995-01-06|0
843495|192376.02|1995-02-03|0
5180675|192249.70|1995-03-05|0
3553319|192160.50|1995-02-03|0
300000|192148.06|1995-02-11|0
1074466|192086.95|1995-02-14|0
1061351|192078.19|1995-02-27|0
5324162|191957.01|1995-02-10|0
3547298|191947.41|1995-02-04|0
3506946|191898.38|1995-03-02|0
5922726|191881.52|1995-01-31|0
387746|191875.24|1995-01-16|0
2106369|191784.69|1995-02-03|0
5162565|191743.55|1995-02-25|0
1562400|191731.11|1995-02-25|0
3458276|191730.55|1995-02-19|0
2501575|191694.74|1995-02-04|0
433988|191655.37|1995-03-07|0
654437|191614.10|1995-01-22|0
1635939|191595.79|1995-02-20|0
869378|191591.18|1995-01-04|0
2161728|191533.42|1995-03-12|0
2285187|191468.53|1995-01-06|0
2901506|191350.39|1995-02-07|0
3289862|191349.76|1995-02-07|0
2479142|191347.58|1995-03-09|0
1608802|191253.50|1994-12-12|0
5693954|191238.38|1994-12-09|0
4133156|191158.72|1995-03-13|0
5050624|191060.60|1995-02-01|0
4223973|190991.82|1995-02-15|0
5459744|190960.40|1995-02-25|0
3130052|190944.61|1995-02-22|0
2304198|190932.61|1995-01-17|0
3193250|190925.14|1995-03-14|0
3042626|190862.39|1995-02-05|0
221923|190720.13|1995-03-01|0
236836|190679.38|1995-02-21|0
4177798|190612.98|1995-01-30|0
2768933|190580.78|1995-01-22|0
4684736|190547.74|1995-03-05|0
3512867|190502.81|1995-02-08|0
1525281|190496.51|1995-02-09|0
4768160|190243.02|1995-02-07|0
4056551|190242.80|1994-12-15|0
3796641|190212.74|1995-01-30|0
908064|190204.37|1995-03-11|0
1672419|190201.00|1995-02-07|0
617986|190178.76|1995-02-07|0
5112804|190172.32|1995-01-10|0
1650979|190143.99|1995-01-25|0
1610018|190063.35|1995-03-10|0
1374977|190050.97|1995-02-07|0
355461|190036.08|1995-02-20|0
1614755|190033.08|1995-02-12|0
2805831|190024.42|1995-01-21|0
3560229|190021.48|1994-12-17|0
3325027|190015.37|1995-02-22|0
2129344|189974.52|1995-02-28|0
2878915|189961.44|1995-01-01|0
1964420|189961.31|1995-02-16|0
1569926|189879.59|1994-12-27|0
5848519|189876.20|1995-02-09|0
2855682|189750.64|1995-03-13|0
5674854|189715.52|1995-03-06|0
4327140|189710.61|1995-02-07|0
3885923|189689.37|1995-01-30|0
2298144|189577.39|1995-02-20|0
4827591|189559.10|1995-02-15|0
4334147|189520.15|1995-03-09|0
4915072|189509.03|1995-02-17|0
5891232|189272.91|1995-02-10|0
1602759|189258.92|1995-03-06|0
3208325|189256.99|1995-02-28|0
5572354|189210.31|1995-02-25|0
934498|189061.38|1995-02-27|0
5887168|188962.24|1995-01-30|0
2341542|188957.37|1995-01-23|0
2368868|188910.47|1995-02-15|0
4432032|188772.15|1995-02-28|0
5930658|188767.66|1995-03-02|0
3129732|188721.40|1995-01-24|0
271555|188670.40|1995-03-11|0
3666209|188643.33|1995-02-03|0
8133|188626.42|1995-02-27|0
1426791|188594.14|1995-02-23|0
2724576|188570.48|1995-02-24|0
5005540|188539.18|1995-01-06|0
1218083|188458.72|1995-01-31|0
2914304|188455.69|1995-02-11|0
5620672|188409.41|1995-02-26|0
279232|188403.10|1995-03-11|0
4534758|188358.87|1995-02-19|0
446147|188332.06|1995-03-04|0
5595616|188206.77|1995-01-17|0
948931|188196.86|1995-03-14|0
786119|188127.71|1995-03-12|0
1272162|188009.76|1995-02-21|0
128579|187991.59|1995-03-06|0
5318534|187834.52|1995-02-21|0
2185697|187685.04|1995-03-01|0
923718|187662.35|1995-02-07|0
4842144|187661.66|1995-02-24|0
5647456|187634.95|1995-02-27|0
4670400|187624.93|1995-03-05|0
2467876|187549.42|1995-02-24|0
3812421|187545.50|1995-01-26|0
4660549|187528.97|1995-01-26|0
2850533|187513.07|1995-02-11|0
5751203|187511.59|1995-02-21|0
498563|187455.98|1995-01-27|0
1878404|187421.44|1995-02-05|0
4576641|187408.95|1995-02-16|0
3342848|187384.13|1995-02-20|0
5373445|187371.30|1995-01-29|0
1384930|187355.02|1995-03-02|0
5851332|187335.85|1995-02-12|0
3726435|187312.19|1995-03-05|0
4274241|187227.00|1995-03-06|0
5927552|187206.14|1995-02-01|0
4824514|187200.50|1995-01-30|0
2375745|187135.56|1995-02-18|0
290241|187099.48|1995-02-22|0
3054724|187093.94|1995-02-02|0
1137351|187055.29|1995-01-25|0
2117286|187030.97|1995-03-13|0
4430177|187029.01|1995-03-05|0
3515942|187023.42|1995-02-03|0
4272934|187001.85|1995-03-02|0
2988385|186972.09|1995-01-07|0
55075|186932.93|1995-02-02|0
683264|186912.39|1995-02-26|0
4016674|186785.41|1995-02-01|0
419523|186746.38|1995-02-02|0
2307360|186526.30|1995-03-10|0
230917|186466.17|1995-02-26|0
3909536|186412.54|1995-03-05|0
2882215|186409.70|1994-12-22|0
4764960|186354.22|1995-02-16|0
2687168|186154.88|1995-03-14|0
1738855|186109.55|1995-03-09|0
5193348|186107.17|1995-02-02|0
3720673|186036.16|1995-03-02|0
1956673|185979.34|1994-12-30|0
3598403|185977.58|1995-02-08|0
1627877|185974.82|1995-02-10|0
683686|185964.58|1995-03-06|0
930151|185911.77|1995-01-10|0
2504518|185897.20|1995-02-16|0
58117|185862.83|1995-02-21|0
1952868|185813.52|1995-03-05|0
1019072|185745.55|1995-02-18|0
1486950|185682.69|1995-01-17|0
4964167|185660.87|1995-03-01|0
5598405|185631.23|1995-02-15|0
5982117|185547.71|1995-03-09|0
5527907|185440.82|1994-12-18|0
5255620|185410.76|1995-02-25|0
3853508|185384.33|1995-02-17|0
1321988|185379.22|1995-02-05|0
3196996|185364.48|1995-02-14|0
4446022|185230.73|1995-02-27|0
3106467|185204.31|1995-03-08|0
2562726|185162.98|1995-02-16|0
1962020|185154.37|1995-02-06|0
3618305|185142.10|1995-02-14|0
5405285|185035.19|1995-02-18|0
3287490|185033.85|1995-02-03|0
3109703|185022.90|1995-01-13|0
4514177|185001.09|1995-01-16|0
1526084|184923.83|1995-02-27|0
5734723|184903.67|1995-03-03|0
669412|184898.09|1995-02-23|0
2553285|184836.09|1995-03-09|0
1089121|184807.64|1995-01-23|0
5191682|184792.06|1995-01-20|0
2410626|184705.37|1995-01-11|0
2876550|184666.31|1995-01-15|0
3266820|184607.22|1995-03-05|0
3647684|184583.10|1995-01-31|0
5203718|184570.32|1994-12-03|0
5519366|184554.52|1995-02-03|0
2182753|184537.39|1995-02-17|0
790113|184534.02|1995-02-21|0
482019|184491.50|1994-12-28|0
2234850|184485.54|1995-02-27|0
1163297|184390.70|1995-02-01|0
3760000|184381.84|1995-02-08|0
2834596|184278.96|1995-02-08|0
4476353|184260.27|1995-02-04|0
5290752|184116.98|1995-03-01|0
2803460|184093.31|1995-03-12|0
4866021|183989.75|1995-03-10|0
5058721|183979.90|1995-03-13|0
5969894|183950.70|1995-02-14|0
4808967|183945.71|1994-12-12|0
2368709|183916.60|1995-03-05|0
115808|183890.09|1995-02-27|0
1512480|183857.53|1995-03-12|0
4214656|183841.03|1995-01-24|0
3688998|183833.63|1995-02-27|0
5282723|183773.20|1995-03-08|0
3606853|183744.48|1995-03-10|0
506017|183587.61|1995-01-27|0
469733|183500.63|1994-12-19|0
5107366|183467.53|1995-03-14|0
269376|183449.15|1995-02-25|0
4803744|183420.61|1995-02-26|0
5700483|183263.62|1995-02-10|0
3192514|183245.45|1995-01-25|0
2152387|183243.86|1995-03-10|0
2261764|183241.99|1995-02-04|0
4561188|183177.55|1995-02-19|0
4446215|183148.06|1995-02-20|0
1695969|183145.32|1995-02-08|0
2439141|183140.24|1995-02-02|0
5223680|183124.46|1995-03-12|0
3620289|183003.38|1995-03-05|0
49312|182861.22|1995-02-22|0
2498535|182858.00|1995-03-08|0
5917601|182847.57|1995-01-25|0
3273381|182824.99|1995-02-05|0
546790|182787.70|1995-02-15|0
129475|182645.23|1995-02-20|0
2886592|182632.40|1995-02-07|0
286694|182611.76|1995-02-11|0
5871654|182574.81|1995-03-14|0
1244226|182571.32|1995-02-11|0
64897|182465.72|1995-02-16|0
3362145|182455.71|1995-02-08|0
1904355|182446.99|1995-02-01|0
3384517|182423.84|1995-02-28|0
5350885|182383.76|1995-03-13|0
4998466|182258.15|1995-02-18|0
1122436|182229.48|1994-12-29|0
3036769|182184.25|1995-03-07|0
2708644|182162.54|1995-03-14|0
3719463|182126.95|1995-03-04|0
1352802|182060.95|1995-02-18|0
684576|181862.75|1995-01-16|0
749248|181802.21|1995-03-11|0
3198816|181762.15|1995-02-02|0
1604100|181752.47|1995-03-02|0
5291237|181702.07|1995-02-26|0
5717477|181681.94|1995-02-06|0
1256577|181663.35|1994-12-27|0
3767879|181553.08|1995-01-11|0
576288|181551.57|1995-03-11|0
2260999|181532.18|1995-03-10|0
5162595|181519.80|1995-03-04|0
4153731|181506.92|1995-03-05|0
1724035|181504.51|1995-01-28|0
911233|181435.38|1995-03-08|0
